id,prompt,enhanced_prompt
42,"Chica con uniforme sanitario (pijama) pero arreglada, tomando un café rápido, ojeras disimuladas, sonrisa cansada pero amable.","Nurse in crisp white scrub top and light blue slacks, holding a steaming paper coffee cup with both hands, mirror selfie taken with a silver iPhone from the corner of a cozy café counter, soft oval face with faintly puffy eyes and subtle concealer under dark circles, warm smile showing faint fatigue but genuine kindness, short dark hair in a loose ponytail with a few strands escaping, name tag pinned on chest reading ""Nurse Elena,"" natural window light casting soft shadows across her face, slight sensor noise and over-sharpened edges, amateur composition with coffee cup slightly out of frame, muted pastel tones of café walls and wooden tables in background, tired but approachable professional vibe, authentic smartphone photo quality with blown-out highlights on coffee cup and crushed shadows under chin."
43,"Habitación llena de peluches y posters de anime, chica con coletas, ropa colorida estilo Harajuku, sonrisa muy infantil y alegre.","Cheerful girl with pigtails tied with neon pink hair ties, standing in a messy bedroom with anime posters on the walls and stuffed animals scattered on the floor, wearing a pastel yellow cropped jacket over a white lace top, high-waisted plaid skirt, and chunky platform sneakers, holding a plush Pikachu with one hand and smiling widely with dimpled cheeks, midday sunlight streaming through a lace curtain casting soft shadows on her face, iPhone 13 Pro with visible camera bump taken from a low angle with slight lens flare, soft focus on her face with background slightly out of focus, amateur photo with visible sensor noise and slight over-sharpening, vibrant Harajuku color palette with neon accents, playful and authentic vibe."
44,"Ring de boxeo o gimnasio, chica con guantes puestos, ropa deportiva negra, sudando, mirada desafiante y fuerte.","Confident woman with a defined jawline, medium build, standing in a mirror selfie with a silver iPhone 13 in hand, wearing black sports tank top and leggings, black boxing gloves on her hands, damp hair tied in a high ponytail, intense direct gaze with slightly furrowed brow, sweat glistening on her forehead, gym background with mirrored walls and a pair of dumbbells on a rack, overhead gym lighting casting harsh shadows and lens flare, amateur phone photo quality with visible sensor noise, slightly over-sharpened edges, blown-out highlights from the lights, casual gym vibe with a water bottle on the floor nearby, determined and focused expression, natural body language with one foot slightly forward."
45,"Bosque, chica abrazando un árbol o caminando por un sendero, ropa estilo hippie/montaña, mochila, luz filtrada por las hojas.","Girl with freckles, average height, walking on a forest trail with a worn-out flannel shirt, high-waisted cargo pants, and a faded bandana around her head, holding a weathered backpack with a water bottle and a book peeking out, mid-step with one foot on a mossy rock, natural sunlight filtering through pine needles casting dappled shadows on her face, iPhone 13 Pro with visible camera array held at eye level, soft focus on her face with slightly over-sharpened edges, blown-out highlights from sunlight through the canopy, crushed shadows under her feet, unretouched skin with a hint of sunscreen, long brown hair in a loose braid, autumn forest setting with fallen leaves and a wooden trail sign in the background, casual and earthy Tinder photo with amateur smartphone imperfections."
46,"Plaza de pueblo en fiesta mayor, chica con pañuelo casteller o ropa casual, sonriendo entre la multitud, ambiente festivo diurno.","Cute girl with natural makeup, average height, smiling broadly while holding a small festival flag, casual summer outfit (cropped white tank top, high-waisted denim shorts, brown leather sandals), bright red headscarf tied loosely at the back, standing in a crowded town square during a daytime festival with colorful banners, confetti falling, people in traditional costumes and modern outfits around her, handheld iPhone photo taken from slightly below eye level with visible camera lens, warm golden-hour sunlight casting soft shadows, slight motion blur from crowd movement, amateur composition with overexposed highlights on the flag, uneven focus on the background, relaxed posture with one hand in pocket, authentic festival energy, approachable and friendly Tinder photo."
47,"Estudio de tatuajes, chica con muchos tatuajes en los brazos, camiseta de banda de metal, piercing en la nariz, actitud ""badass"".","Confident woman with visible tattoos on both arms (geometric and tribal styles), wearing a slightly faded black metal band T-shirt with a silver logo, nose piercing visible, standing in a relaxed pose with one hand on her hip, eye-level mirror selfie taken with a black iPhone with three cameras, medium build, sharp jawline, short dark hair in a messy choppy cut, dimly lit tattoo studio background with a wooden table and a tattoo gun on it, harsh studio lights casting strong shadows under her eyes and across her arms, amateur cellphone photo quality, visible sensor noise, slightly over-sharpened edges, blown-out highlights on her T-shirt, casual and edgy Tinder photo."
48,"Rooftop bar de lujo con vistas a la ciudad de noche, chica con vestido elegante, copa de champán, mirando la ciudad con superioridad divertida.","Confident woman in her late 20s with oval face, high cheekbones, and natural freckles, holding a champagne flute with one hand while leaning casually against a wrought-iron railing, eye-level mirror selfie taken with a black iPhone 14 Pro Max, wearing a deep red slip dress with a V-neck and sheer shoulder details, standing on a rooftop terrace with a city skyline of glowing skyscrapers and neon signs below, soft golden light from the city reflecting on her skin, slightly blurred background with silhouettes of other partygoers, amateur phone photo quality with visible sensor noise, slight over-sharpening, blown-out highlights from the city lights, relaxed posture with one leg crossed over the other, playful smirk, dark brown hair in a loose waves, minimal makeup, natural lighting from the city at night, sophisticated yet approachable vibe, casual and authentic Tinder photo."
49,"Paseo marítimo, chica subida a un surfskate, pelo suelto y largo, shorts vaqueros, camiseta de tirantes, relajada.","Girl in her mid-20s with natural freckles, olive skin, and a lean athletic build, casually balancing on a bright yellow surfskate at a sunlit seaside promenade, long chestnut hair cascading over one shoulder, wearing high-waisted distressed denim shorts and a cropped white tank top with a faded logo, mid-stride with one foot slightly lifted, holding the surfskate handle with a relaxed smile, iPhone 13 Pro Max visible in the lower frame with three cameras, soft golden-hour light casting long shadows across her face, slight motion blur from the handheld shot, uneven lighting from a mix of direct sunlight and shaded areas, amateur cellphone photo quality with visible sensor noise and over-sharpened edges, casual and confident vibe, beachgoers and palm trees in the background, warm coastal atmosphere."
50,"Aula colorida o parque, chica con ropa cómoda y colorida (peto), manos manchadas de pintura de dedos, sonrisa muy maternal.","Friendly woman in a bright red overalls with a white t-shirt, hands stained with vibrant blue and yellow finger paint, warm maternal smile with dimples, mid-30s age range, medium build, natural freckles on nose, standing in a sunlit home art studio with a wooden floor and abstract paintings on the walls, holding a paintbrush in one hand and a palette in the other, casual mirror selfie taken with a black iPhone 13 Pro Max, soft natural window light casting gentle shadows, slight sensor noise visible in the background, slightly over-sharpened edges, warm golden hour tones, relaxed posture with one leg slightly bent, authentic and approachable Tinder photo."
51,"Club industrial, luces rojas, chica con arnés de cuero sobre camiseta negra, gafas de sol rápidas, actitud desafiante.","Confident woman with a sharp jawline and freckles, wearing a black cropped tank top with a white band T-shirt underneath, leather motorcycle harness over the shoulders, silver hoop earrings, fast aviator sunglasses tilted slightly, standing with one hand on a red plastic cup and the other on her hip, low-angle mirror selfie taken with a silver iPhone showing three cameras, gritty downtown warehouse party setting with red neon signs and white strobe lights casting harsh shadows, graffiti-covered concrete walls in the background, casual leather boots, messy dark brown hair in a half-up ponytail, natural skin texture with a few blemishes, slightly over-exposed highlights from the strobes, amateur phone photo quality with visible sensor noise and slight blur from movement, edgy industrial vibe, defiant expression with a smirk, casual and authentic Tinder photo."
52,"Mesa de restaurante llena de platos, chica sonriendo con una copa de vino, iluminación cálida y elegante.","Beautiful woman in her late 20s with warm olive skin, full lips, dark wavy hair in a loose chignon, wearing a cream linen blouse and high-waisted black trousers, holding a stemmed wine glass with her left hand while smiling naturally at the camera, mid-meal pose with a half-eaten plate of paella and a basket of bread on the table, soft golden-hued restaurant lighting casting warm shadows across her face, slightly out-of-focus background with a white linen tablecloth, visible iPhone 13 Pro Max camera lens in the lower right corner, shallow depth of field, slight motion blur from a casual hand-held shot, warm amber tones, natural skin texture with faint freckles, relaxed posture with one leg crossed over the other, amateur smartphone photo quality with visible sensor noise and slight over-sharpening, intimate dinner vibe with candlelight reflections on the table surface."
53,"Skatepark de hormigón, chica sentada en su tabla, gorra hacia atrás, ropa ancha, rodillas raspadas, actitud ""tomboy"".","Girl with tousled brown hair in a messy high ponytail, wearing a faded black hoodie over a graphic tee, low-rise cargo pants with multiple pockets, and chunky white sneakers with visible wear, sitting on a skateboard at a concrete skatepark with graffiti-covered walls, cap pulled backward to reveal a small tattoo on her left temple, knees slightly scraped with scabs, holding a skateboard with a worn grip tape, mid-teen posture with one arm resting on the skateboard and the other in her pocket, late afternoon golden hour light casting long shadows across the concrete, amateur phone photo with slight lens flare, blown-out highlights on the skateboard, uneven focus, visible sensor noise, casual and confident tomboy vibe, skateboard ramp and distant skaters in the background, urban skatepark atmosphere with faded stickers on the walls."
54,"Estudio lleno de planos, luz de flexo, chica con el pelo recogido con un lápiz, gafas, mirando un plano con concentración.","Young woman in her late 20s with sharp cheekbones, wearing rectangular glasses, medium build, standing at a drafting table in a minimalist white studio, hair tied with a black pencil in a loose high ponytail, focused expression as she studies a detailed blueprint with a red pen in her hand, natural overhead lighting casting soft shadows across her face, slightly out-of-focus background with rolled-up blueprints and a wooden desk, casual iPhone 14 Pro with triple camera array visible in the lower frame, shallow depth of field, slight motion blur from her hand adjusting the blueprint, muted neutral tones with pops of red from the pen, professional yet approachable vibe, authentic smartphone photo quality with visible sensor noise and minor lens flare."
55,"Cima de una montaña en Pirineos, chica con estelada o bandera en la mochila, ropa de senderismo, aire puro.","Caucasian woman in her late 20s, medium height, athletic build, standing on a rocky outcrop at high altitude, holding a French tricolor flag partially unfurled in her hands, wind-blown dark brown hair in a messy ponytail, wearing a moisture-wicking gray long-sleeve shirt with a red hiking vest over it, olive-green trekking pants with multiple pockets, sturdy hiking boots with visible dirt, backpack with a starry-patterned fabric panel visible on the side, midday sunlight creating sharp shadows across her face, iPhone 14 Pro with triple camera lens visible on the left, slightly tilted angle showing her determined expression with wind-whipped cheeks, natural skin texture with a faint flush from cold air, background of snow-capped Pyrenees peaks and a pale blue sky with wispy clouds, amateur phone photo with slight sensor noise, over-sharpened edges, blown-out highlights on the snow, casual adventurer vibe, authentic outdoor gear details, slightly smudged lens from a recent snowflake."
56,"Habitación con velas y cristales, chica vestida de terciopelo oscuro, acariciando un gato negro, atmósfera mística.","Calm, petite woman with soft oval face, dark wavy hair in a loose low bun, wearing a fitted navy velvet dress with a high neckline and long sleeves, sitting cross-legged on a plush cream sofa in a dimly lit living room, left hand gently petting a sleek black cat on her lap, right hand holding a phone at eye level for a mirror selfie, golden candlelight casting warm shadows across her face and the room's wooden furniture, a cluster of clear crystals and a stack of books on a nearby side table, slightly out-of-focus background with a faint glow from a window, natural skin texture with faint freckles, soft makeup, amateur cellphone photo quality with slight sensor noise and blown highlights, mysterious yet approachable aura, cozy and intimate vibe."
57,"Cine antiguo vacío, chica comiendo palomitas con expresión sarcástica, camiseta de película de terror clásica.","Young woman with messy dark brown hair in a high ponytail, standing in a retro living room with a vintage projector and faded horror movie posters on the walls, holding a large bowl of popcorn with one hand while smirking with one eyebrow raised, wearing a faded ""The Shining"" T-shirt with a bloodstain on the sleeve, mirror selfie taken with a cracked iPhone 12, dim ambient lighting from a floor lamp casting long shadows, visible sensor noise, slightly blurred background with a dusty old TV and a framed movie ticket on the table, casual slouching posture with one leg crossed over the other, natural skin texture with faint acne scars, soft lighting highlighting her cheekbones, unposed expression with a faint smirk, retro 80s decor with a velvet couch and chrome accents, amateur smartphone photo quality with blown-out highlights on the popcorn and crushed shadows under her chin, laid-back horror-themed party vibe, authentic and relatable Tinder photo."
58,"Discoteca con luces de neón, chica bailando con amigas, vestido brillante corto, maquillaje con purpurina, muy alegre.","Confident woman with natural features, slim hourglass figure, mid-dance pose with arms raised and laughing directly at the camera, mirror selfie taken with a gold iPhone 14 Pro Max, face slightly lit by pulsing neon club lights reflecting off her sequined navy-blue mini-dress, glittery silver eyeshadow and rhinestone-studded hair clips, three friends in the background wearing similar sparkly outfits, blurred strobe light effects and colored laser beams in the background, slightly overexposed highlights on her dress, soft lens flare from a club light, casual messy hair with a few loose strands, nighttime club atmosphere with a visible DJ booth in the distance, amateur phone photo with visible sensor noise, slight motion blur from dancing, vibrant purple and pink neon signs casting light across her face, carefree and radiant expression, realistic skin texture with a few freckles, natural makeup with a touch of shimmer, relaxed posture with one leg slightly bent, summer nightlife vibe."
59,"Tienda de bubble tea, chica haciendo el símbolo de corazón con los dedos, ropa estilo coreano ""soft"", colores pastel.","Cute girl with soft features, medium height, standing in a relaxed pose making a heart with her fingers while holding a pink bubble tea cup, eye-level mirror selfie taken with a silver iPhone with three cameras, pastel lavender sweater with white ruffles, high-waisted light pink pleated skirt, pale pink tights, white sneakers, soft brown hair in a low messy ponytail with a pastel hair clip, warm dim lighting from overhead pendant lamps casting soft shadows, wooden table and green plants in the background, amateur cellphone photo quality, slight sensor noise, over-sharpened edges, blown-out highlights on the cup, casual and approachable Korean ""soft"" aesthetic, friendly smile, relaxed posture, pastel color palette, cozy bubble tea shop vibe."
60,"Box de Crossfit, chica levantando pesas, cuerpo atlético y sudado, expresión de esfuerzo y determinación.","Athletic woman with visible abs and toned arms, mid-lift during a deadlift in a mirrored gym wall, sweat glistening on her forehead and neck, wearing a black tank top and black leggings with a red CrossFit logo, hair in a high ponytail with a few loose strands, intense focused expression with slightly furrowed brows, iPhone 14 Pro Max with triple camera array visible in the mirror, gym lighting casting harsh shadows under her arms and across her chest, slightly over-sharpened edges, blown-out highlights on the mirror, casual gym towel draped over her shoulder, background showing other gym equipment and a faintly visible gym mat, natural body odor and sweat visible on her skin, confident and determined posture with slight lean into the lift, amateur smartphone photo with slight motion blur from the lift, summer gym vibe with open windows letting in soft afternoon light."
61,"Selfie en un espejo de ascensor, ropa casual de universitaria (jeans y top), mochila, cara de ""a ver qué pasa"".","Young woman with no makeup, average build, facing a slightly cracked mirror in a modern elevator, casual mirror selfie taken with a black iPhone with three cameras, slightly worn dark blue jeans with frayed hem, white cotton short-sleeve top with a small logo on the chest, black fabric backpack slung over one shoulder with a water bottle visible, soft oval face with a faint smile, messy brown hair in a low ponytail, midday elevator lighting casting harsh shadows under her eyes and across her face, slight sensor noise, over-sharpened edges, blown-out highlights on the mirror, casual and spontaneous Tinder photo."
62,"Puerta trasera de una furgoneta abierta frente al mar, chica tocando el ukelele, descalza, estilo hippie-surfer.","Girl with tousled brown hair in a messy bun, barefoot in golden-hour sunlight, sitting on the back step of an open van door facing the ocean, playing a worn wooden ukulele with a faded ""Surf Co."" logo, wearing a flowy lavender linen dress with a frayed hem and a crocheted belt, sun-kissed freckled face, natural makeup with a smudged eyeliner wing, holding a chipped ceramic mug of iced coffee, sand clinging to her toes, a vintage surfboard leaning against the van, midday sunlight casting sharp shadows through the van's rusted roof, amateur iPhone photo with visible sensor noise, slightly over-sharpened edges, blown-out highlights on the water, casual and authentic surfer-chic vibe."
63,"Setup gaming con luces LED rosas/azules, chica con cascos de orejas de gato, sudadera oversize, sonrisa tímida.","Casual girl with soft round face, freckles, wearing a black oversized hoodie with cat ear headphones on, shy smile looking slightly down, sitting on a gaming chair with a pink and blue LED-lit desk behind her, handheld iPhone photo with visible camera lens, messy bed in the background, warm ambient light from desk LEDs casting soft pink and blue highlights on her face, slightly blurred edges, sensor noise, uneven lighting, casual gaming setup with a console and controller on the desk, relaxed posture with one leg crossed, hoodie sleeves slightly pulled down, authentic amateur photo quality."
64,"Tienda de lujo o lobby de hotel, chica con bolsas de compra, gafas de sol oscuras, actitud diva pero elegante.","Chic woman with subtle makeup, hourglass figure, holding two designer shopping bags with one hand while adjusting dark aviator sunglasses with the other, mirror selfie taken with a gold iPhone 14 Pro Max, wearing a tailored black blazer over a white silk blouse, high-waisted navy trousers, and sleek black heels, standing in a grand hotel lobby with a marble floor and a crystal chandelier above, soft ambient lighting casting warm reflections on her sunglasses, slight sensor noise visible in the background, casual yet poised posture, elegant but approachable demeanor, neutral-toned luxury setting with hints of opulence through architectural details, natural lighting from tall windows, amateur smartphone photo quality with slight over-sharpening and blown-out highlights on the chandelier."
65,"Calle con grafiti, chica sentada en cuclillas (pose trap), ropa ancha de marca, zapatillas caras, mirada dura.","Lean, athletic woman in her late 20s, squatting in a relaxed trap pose with one leg bent and the other extended, holding a phone in her free hand, wearing oversized black graphic tee with visible brand logo (Supreme), high-waisted wide-leg jeans with frayed edges, chunky white Balenciaga sneakers with visible wear, messy dark brown hair in a high ponytail with a few strands falling, intense direct gaze with slightly smudged black eyeliner, graffiti-covered brick wall with neon ""VIVIR"" mural in the background, late afternoon sunlight casting long shadows across her face and the cracked pavement, handheld iPhone 14 Pro with visible camera bump, slight motion blur from the squatting movement, blown-out highlights on the sneakers and crushed shadows under her arms, gritty urban atmosphere with distant streetlights flickering, casual and confident Tinder photo."
66,"Rincón de lectura con manta, chica leyendo un libro grueso, taza de té, gafas, luz de ventana de día lluvioso.","Cozy girl with natural makeup, average height, sitting cross-legged on a wool blanket in a sunlit corner of a living room, holding a thick hardcover book with one hand and a steaming ceramic mug with a handle in the other, round glasses slightly fogged from the warm room, soft oval face with freckles, wavy chestnut hair in a loose ponytail, oversized knitted gray sweater with a cable knit pattern, wooden floorboards and a white sheer curtain with raindrops visible on the glass, overcast natural light casting soft shadows, amateur iPhone photo with visible camera lens flare, slight sensor noise, slightly blurred background, rainy day atmosphere with muted grays and warm amber tones from a desk lamp, intellectual and relaxed vibe, casual and authentic Tinder photo."
67,"Barra de bar rockero, chica con chaqueta de cuero llena de parches, cerveza en mano, flequillo cortado a tijera.","Confident girl with sharp jawline and dark eyes, leaning on a neon-lit bar counter holding a frosted glass beer, wearing a black leather jacket with mismatched patches and a silver chain, jagged asymmetric haircut with some strands sticking up, eye-level mirror selfie taken with a cracked iPhone screen, dimly lit background with a jukebox and a band poster, slight sensor noise, blown-out neon highlights, uneven lighting from overhead bulbs, casual smirk, unposed posture with one hip jutting out, slightly blurred background, authentic rock bar vibe with a faint smell of whiskey in the air, worn leather jacket edges, condensation on the beer glass, gritty smartphone photo quality with a smudge on the lens."
68,"Calles del centro, chica con cámara vintage al cuello, ropa estilo ""art hoe"" (peto colorido), buscando el encuadre perfecto.","Young woman with tousled curly hair, wearing oversized rainbow patchwork overalls with frayed edges, holding a vintage Leica M10 camera around her neck, standing on a sunlit city street with a graffiti-covered brick wall in the background, slightly tilted head as she adjusts the camera lens with one hand, soft natural lighting casting shadows across her face, casual urban vibe, slightly blurred background due to shallow depth of field, amateur smartphone photo with visible sensor noise, warm golden hour tones, relaxed posture leaning against a weathered wooden bench, vintage camera's brass details catching the light, faded denim jacket draped over one shoulder, bare feet peeking from the overalls, candid and authentic Tinder photo."
69,"Terraza soleada, chica rubia con piel clara, riendo, con una sangría, apariencia turística pero integrada.","Blonde woman with fair skin, freckles on her nose, mid-20s, laughing genuinely with a slight smile showing her teeth, holding a red sangria glass with one hand, mirror selfie taken with a silver iPhone 14 Pro, soft waves of golden hair escaping a loose ponytail, pale pink lips, sun-kissed cheeks, casual linen shirt with a white collar and rolled-up sleeves, terracotta tile floor and a distant view of a Mediterranean city skyline with a clock tower, midday sunlight casting sharp shadows across her face, slight sensor noise, blown-out highlights on her hair, uneven focus on the background, relaxed posture with one leg slightly bent, summer tourist vibe with authentic imperfections, natural handheld phone photo quality."
70,"Refugio de perros, chica rodeada de cachorros, ropa cómoda y sucia de jugar, sonrisa genuina y feliz.","Casual girl with tousled brown hair in a messy bun, wearing faded blue jeans with grass stains on the knees and a white graphic tee with a dog paw print, crouched on a wooden floor surrounded by three puppies (one in her arms, another licking her cheek, a third nuzzling her leg), taking a handheld mirror selfie with a silver iPhone 14 Pro Max, natural window light casting soft shadows across her face, visible sensor noise, slightly over-sharpened edges, warm golden hour glow through a mesh curtain, genuine laughter lines around her eyes, muddy boots at her feet, a dog crate and tennis balls in the background, soft focus on the puppies' fur, relaxed posture with one knee bent and arms open, casual and authentic Tinder photo."
71,"Sofá, chica con manta de friki, bol de palomitas, camiseta de ""Winter is Coming"", cara de emoción viendo la TV.","Cute girl with freckles, petite frame, sitting cross-legged on a worn-out velvet couch wrapped in a pixelated ""Game of Thrones"" dragon blanket, holding a red popcorn bowl with a white ""Winter is Coming"" graphic t-shirt peeking out from the blanket, intense eyes focused on a glowing TV screen showing a dragon fight scene, messy dark brown hair in a high ponytail with a few strands falling over her face, warm golden-hour light from a window casting soft shadows, iPhone 14 Pro with triple camera lens visible in her left hand, slightly blurred background with a wooden coffee table and scattered books, casual unposed photo with slight motion blur from her turning toward the camera, soft focus on her face with over-sharpened edges, warm amber tones, cozy living room vibe, geeky but approachable aesthetic."
72,"Al lado de una moto deportiva, chica quitándose el casco, pelo revuelto, mono de cuero, mirada desafiante.","Confident woman with short dark hair, tousled from helmet removal, standing beside a black sport motorcycle in a gritty urban parking lot, wearing a fitted black leather biker jacket over a cropped white tank top and high-waisted jeans, one hand gripping the motorcycle handlebar, the other adjusting her helmet, defiant direct eye contact with a slight smirk, midday sunlight casting harsh shadows under her chin and across her leather, iPhone 13 Pro Max with visible camera bump and cracked screen held at waist level, blown-out highlights from the sun reflecting off the motorcycle's chrome, amateur handheld photo with slight motion blur, gritty texture from the parking lot gravel, neon graffiti on the adjacent wall, casual yet edgy street style, authentic raw energy."
73,"Playa al amanecer, chica haciendo una postura de yoga (árbol), contraluz, silueta relajada y equilibrada.","Young woman in her late 20s, casual yoga attire (flowy linen crop top, high-waisted white shorts), doing a relaxed tree pose on a sandy beach at sunrise, backlit by a golden sun creating a soft silhouette, natural wind-blown hair in a loose ponytail with a few strands escaping, holding a yoga mat with a water bottle beside her, handheld iPhone 13 photo with visible camera lens, warm golden-hour lighting casting long shadows, slightly overexposed highlights on her back, soft focus on her face with natural freckles visible, casual barefoot stance with one leg slightly bent, amateur composition with a distant palm tree and ocean waves in the background, slight sensor noise, blown-out sky highlights, and uneven focus from the phone's autofocus, peaceful and authentic summer vibe."
74,"Baño de discoteca, selfie en el espejo con morritos, ropa corta de fiesta, luz de neón rosa.","Confident woman in her late 20s, full lips slightly pouted, messy blonde hair in a high ponytail with loose strands, wearing a sequined black crop top and high-waisted red shorts with silver chains, mirror selfie taken with a silver iPhone 14 Pro Max showing three cameras, neon pink strobe lights casting harsh reflections on her face and the mirror, slight lens flare from the light, pale skin with natural freckles, smoky eye makeup with a winged liner, dark red lipstick, blurred neon signs in the background with ""CLUB"" written in glowing pink letters, over-sharpened edges, blown-out highlights on her hair, amateur phone photo quality with visible sensor noise, casual and seductive Tinder photo."
75,"Hospital (pasillo), chica con uniforme azul, tomando café de máquina, ojeras pero sonrisa dulce, aspecto cansado.","Nurse in navy-blue hospital scrubs with white apron, leaning against stainless steel counter in hospital break room holding steaming paper coffee cup, tired but warm smile showing faint dimples, dark under-eye circles visible under harsh fluorescent lights, soft brown hair in messy high ponytail, name tag ""Maria"" on chest, handheld iPhone 13 Pro with triple camera lens visible on back, slight sensor noise, blown-out highlights from overhead lights, casual posture with one hip jutting forward, coffee steam fogging lenses, faint reflection of hospital wall clock in glasses, authentic unposed photo with slight motion blur from moving hand, muted blue and white color palette with warm coffee tones, tired yet kind expression, professional yet approachable vibe."
76,"Sala de música, chica sujetando un violín, vestido elegante pero discreto, postura recta y refinada.","Young woman in her early 20s with warm olive skin, soft jawline, and dark wavy hair in a low ponytail, holding a violin at the neck with one hand while the other rests on the shoulder, standing in a relaxed but poised stance facing a grand piano in a sunlit music room, wearing a high-neck navy-blue long-sleeve dress with subtle gold threading, natural lighting from a large east-facing window casting soft shadows across her face, mirror selfie taken with a black iPhone 14 Pro Max showing the three camera lenses, slight sensor noise visible in the background, soft focus on the piano's polished surface and scattered sheet music, warm golden-hour glow filtering through sheer white curtains, casual yet refined posture, confident but unposed expression, faintly visible violin case in the foreground, authentic smartphone photo quality with minor over-sharpening artifacts, dark academia aesthetic with muted tones and intellectual atmosphere."
77,"Terraza de bar, chica riendo a carcajadas con la cabeza echada atrás, cerveza en la mesa, espontaneidad total.","Attractive young woman with natural features, mid-length wavy brown hair slightly tousled by wind, standing at a sunlit outdoor bar terrace with arms raised in mid-laugh, head thrown back with eyes closed, wearing a cropped white linen shirt and high-waisted denim shorts, holding a chilled beer bottle with one hand, iPhone 14 Pro Max visible in the other hand with three camera lenses, casual mirror selfie angle capturing her full face and the vibrant terrace background of wooden tables, string lights, and distant city skyline, golden hour sunlight casting warm highlights on her face, slight motion blur from her laughing movement, amateur phone photo quality with visible sensor noise, over-sharpened edges, and soft focus on the background, spontaneous and carefree summer night vibe, relaxed posture with one leg crossed over the other, casual and authentic Tinder photo."
78,"Salón lleno de plantas colgantes, chica regando con mimo, ropa de lino o algodón, luz natural filtrada.","Young woman in her early 20s with warm olive skin, soft jawline, and dark brown hair in a loose ponytail, crouched at waist level in a sunroom with hanging ivy plants, holding a ceramic watering can with one hand while the other gently guides water toward a cluster of orchids, linen shirt with rolled-up sleeves and high-waisted cotton trousers in pale sage, natural light filtered through sheer white curtains casting soft rectangular shadows on her arms, iPhone 13 Pro Max with visible camera array held at hip level capturing her from the waist up, slightly blurred background with blurred greenery and a wooden plant stand, soft focus on her face with a faint smile, amateur phone photo quality with visible sensor noise, slight over-sharpening around the edges, blown-out highlights on her hair and crushed shadows under her arms, casual and grounded aesthetic with earthy tones and organic textures."
79,"Atardecer en la playa, chica sentada en el techo de una furgoneta, mirando el mar, pelo al viento.","Calm girl with natural freckles, medium build, sitting cross-legged on a weathered white van roof with a faded ""Nomad"" decal, face turned toward the horizon with a soft smile, wind-blown chestnut hair framing her face, wearing a cream linen dress with a denim jacket and strappy sandals, golden hour light casting long shadows across her skin, iPhone 14 Pro Max with triple camera array visible on the van's dashboard, slightly blurred due to wind movement, warm amber tones from the sunset reflecting in her hazel eyes, beach pebbles and a half-empty water bottle on the roof behind her, casual unposed composition with a shallow depth of field, minor sensor noise and over-sharpened edges, bohemian travel aesthetic with a relaxed, sun-kissed vibe."
80,"Edificio moderno de fondo, chica vestida con ropa minimalista negra, gafas de diseño, bolso de arquitecto (tubo planos).","Young woman in her late 20s with sharp jawline and short, dark hair in a high ponytail, wearing a tailored black minimalist outfit (structured blazer with sharp lapels, high-waisted black trousers), oversized rectangular designer glasses with thin black frames, holding a flat, minimalist architect's tote bag with sleek metal hardware, standing on a modern city street with a glass-and-steel skyscraper in the background, late afternoon golden-hour lighting casting long shadows, slightly tilted handheld smartphone photo with visible finger smudge on the lens, soft sensor noise, slightly over-sharpened edges, casual confident posture with one hand adjusting her glasses, neutral expression with subtle smirk, urban professional aesthetic with muted tones of black, gray, and glass reflections, authentic smartphone photo quality with blown-out highlights on the building's windows and slightly underexposed shadows on her face."
81,"Evento de cómic, chica disfrazada de personaje de anime popular (pelo rosa/azul), pose ""kawaii"", fondo colorido.","Cute girl with natural features, petite frame, standing in a playful pose adjusting her pink wig while holding a blue anime-themed prop, eye-level mirror selfie taken with a black iPhone with three cameras, soft round face, light freckles, bright pink hair in a high ponytail with a blue streak, pastel pink and blue cosplay outfit with glitter accents, colorful convention center background with other cosplayers and neon signs, midday flash lighting creating soft shadows, amateur cellphone photo quality, slight sensor noise, uneven lighting, over-sharpened edges, blown-out highlights, casual and energetic Tinder photo."
82,"Carretera de montaña, chica con maillot de ciclismo, casco y gafas, apoyada en su bici, bronceada por el sol (""marca ciclista"").","Cute woman with natural makeup, slim athletic body, leaning on a road bike with a red performance maillot and white racing stripe, wearing a sleek black helmet with a mirrored visor and aviator sunglasses, mid-20s with sun-kissed golden tan, oval face with freckles, chestnut hair in a high ponytail with a red hair tie, mirror selfie taken with a silver iPhone 14 Pro Max showing her face and the bike's carbon frame, mountain pass background with pine trees and a blue sky, harsh midday sunlight casting sharp shadows across her face and the bike's handlebars, amateur cellphone photo quality with visible sensor noise, slightly over-sharpened edges, blown-out highlights on the helmet, casual and confident outdoor athlete vibe, subtle brand logo on the bike's frame, sweat on her forehead, wind-blown hair strands, relaxed posture with one hand on the bike's handlebar and the other in her pocket, summer mountain trail setting with a distant lake visible through the trees."
